Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
CO,1828,EWR,DEN,4,540,265,1
DL,1509,MSP,DEN,4,540,137,1
OO,6295,DEN,TUS,4,540,117,0
UA,752,DEN,BWI,4,540,201,0
WN,1205,RDU,DEN,4,540,250,1
WN,2884,TPA,DEN,4,540,250,1
OO,6216,DEN,EGE,4,541,45,0
OO,6328,DEN,SJC,4,541,162,1
OO,6583,COS,DEN,4,541,49,0
OO,6306,TYS,DEN,4,543,214,1
F9,400,LAX,DEN,4,545,140,1
F9,618,PHX,DEN,4,545,105,0
WN,509,MSP,DEN,4,545,140,1
F9,566,SAN,DEN,4,547,136,1
OO,6899,DEN,DFW,4,548,114,1
DL,1496,DEN,MSP,4,550,123,1
OO,6646,DEN,PDX,4,550,172,1
OO,6691,DEN,OKC,4,550,90,1
UA,369,SAT,DEN,4,550,144,1
UA,309,MCO,DEN,4,551,253,0
WN,1399,AMA,DEN,4,555,80,1
WN,401,LAX,DEN,4,555,135,1
UA,456,MSP,DEN,4,557,145,0
US,484,CLT,DEN,4,564,223,0
WN,3320,DEN,PHX,4,565,125,1
WN,939,DEN,SJC,4,565,165,1
MQ,3001,LAX,DEN,4,570,140,1
WN,164,DEN,OKC,4,570,90,1
WN,772,MDW,DEN,4,570,170,0
OO,6332,ASE,DEN,4,572,55,1
WN,535,DEN,SMF,4,575,160,1
OO,6301,OKC,DEN,4,576,107,0
OO,6555,GJT,DEN,4,577,57,1
UA,427,IAD,DEN,4,577,243,0
UA,441,BWI,DEN,4,578,249,1
OO,6736,RAP,DEN,4,579,76,1
DL,1459,CVG,DEN,4,580,197,0
DL,1617,ATL,DEN,4,580,212,1
OO,7027,DRO,DEN,4,583,62,1
F9,762,LAS,DEN,4,584,110,1
OO,6621,PSP,DEN,4,584,133,1
OO,4818,SLC,DEN,4,585,90,1
UA,731,EWR,DEN,4,585,270,1
US,486,PHX,DEN,4,585,109,0
WN,2808,SLC,DEN,4,585,90,1
OO,6460,ABQ,DEN,4,589,76,1
WN,869,DEN,LAX,4,590,155,1
OO,7046,BOI,DEN,4,592,108,0
UA,301,ICT,DEN,4,593,101,1
F9,783,DEN,LAS,4,595,113,1
UA,912,DEN,PHX,4,596,129,1
OO,6906,COS,DEN,4,597,49,0
UA,709,ORD,DEN,4,597,169,0
CO,720,DEN,CLE,4,600,165,1
WN,1770,OAK,DEN,4,600,145,1
WN,2095,PHX,DEN,4,600,110,1
WN,3654,DEN,SAT,4,600,130,1
OO,6482,DEN,COS,4,602,38,0
OO,6593,BIL,DEN,4,602,88,1
UA,648,DEN,PIT,4,602,181,0
UA,405,LGA,DEN,4,603,280,1
OO,6217,DEN,RAP,4,605,68,0
OO,6622,DEN,GJT,4,605,58,1
OO,6668,DEN,FAR,4,605,113,0
OO,7012,DEN,ASE,4,605,45,0
WN,2298,DEN,LAS,4,605,125,1
UA,18,DEN,BWI,4,606,202,1
UA,740,DEN,MSY,4,606,160,0
UA,785,BOS,DEN,4,606,290,1
UA,802,DEN,MCO,4,606,218,0
OO,6718,DEN,XNA,4,607,102,1
OO,6632,DEN,SGF,4,608,107,1
UA,410,DEN,CMH,4,608,163,0
AA,1241,DFW,DEN,4,610,125,1
CO,1189,IAH,DEN,4,610,155,1
FL,303,ATL,DEN,4,610,215,0
OO,6656,DEN,BNA,4,610,150,1
OO,6828,DEN,DRO,4,610,64,1
OO,6981,CPR,DEN,4,610,55,0
UA,348,DEN,OMA,4,610,91,0
UA,362,DEN,FSD,4,610,98,1
UA,576,DEN,OKC,4,610,97,0
OO,6541,DEN,BIS,4,611,95,1
OO,6552,DEN,TYS,4,611,158,1
OO,6921,DEN,MKE,4,611,143,1
UA,299,DEN,MCI,4,611,103,0
F9,659,MSP,DEN,4,612,130,0
OO,6961,DEN,LNK,4,612,80,1
F9,824,MCI,DEN,4,613,107,1
OO,6695,DEN,ELP,4,614,109,1
OO,6432,SLC,DEN,4,615,85,0
WN,153,DEN,IND,4,615,145,1
OO,6606,DEN,MLI,4,616,116,0
UA,266,DEN,MIA,4,616,238,1
UA,697,DEN,LAS,4,616,124,0
OO,6365,DEN,ICT,4,617,80,1
UA,244,DEN,ORD,4,617,143,0
UA,422,DEN,EWR,4,617,225,0
F9,234,SNA,DEN,4,618,129,0
OO,6888,DEN,TUL,4,618,90,1
UA,791,DEN,DSM,4,619,105,1
MQ,3816,DEN,ORD,4,620,145,1
OO,6330,DEN,SAT,4,620,128,1
OO,6982,EGE,DEN,4,620,53,0
WN,255,DEN,OMA,4,620,85,1
WN,3677,DEN,DTW,4,620,170,1
WN,380,DEN,MSP,4,620,125,1
WN,473,MCI,DEN,4,620,115,1
WN,496,DEN,IAD,4,620,195,1
WN,687,DEN,MCI,4,620,95,1
WN,724,DEN,MSY,4,620,155,1
CO,1188,DEN,IAH,4,622,143,1
OO,6347,BZN,DEN,4,622,98,0
OO,6664,MSN,DEN,4,622,168,0
OO,6952,MTJ,DEN,4,623,63,1
OO,6844,HDN,DEN,4,624,67,0
UA,415,DEN,SFO,4,624,173,1
US,1524,DEN,CLT,4,625,188,0
WN,3139,HOU,DEN,4,625,150,1
WN,597,LAX,DEN,4,625,135,1
WN,616,DEN,PHL,4,625,220,1
UA,112,DEN,TPA,4,627,203,0
F9,420,DEN,ATL,4,629,174,1
OO,6735,DEN,MSO,4,629,133,1
F9,123,DFW,DEN,4,630,121,1
F9,232,DEN,BNA,4,630,150,1
F9,370,DEN,MKE,4,630,133,1
OO,4614,DEN,SLC,4,630,100,1
UA,264,DEN,PHL,4,630,214,1
WN,186,LAS,DEN,4,630,110,1
UA,812,DEN,DFW,4,632,117,0
F9,106,DEN,MSP,4,635,116,1
F9,130,DEN,DFW,4,635,112,1
F9,367,MKE,DEN,4,635,155,1
WN,347,SAN,DEN,4,635,140,1
WN,818,DEN,BNA,4,635,150,1
OO,7044,DEN,MAF,4,636,96,1
OO,6570,DEN,HSV,4,637,148,1
AA,1034,DEN,DFW,4,640,120,0
F9,294,DEN,STL,4,640,121,1
F9,448,DEN,PHL,4,640,209,0
OO,6497,DEN,LIT,4,640,125,1
OO,6676,ASE,DEN,4,640,55,1
F9,178,TUS,DEN,4,641,107,1
DL,1816,DEN,ATL,4,643,171,1
F9,191,DEN,DAY,4,645,155,1
F9,510,DEN,LGA,4,645,221,1
F9,674,DEN,MCO,4,645,212,1
UA,781,DEN,LAX,4,645,156,0
UA,902,DEN,IAD,4,645,197,1
OO,6682,MSO,DEN,4,648,123,1
F9,623,DEN,DTW,4,650,164,1
OO,6441,DEN,DAY,4,650,159,1
WN,1611,BWI,DEN,4,650,260,1
F9,846,SEA,DEN,4,651,150,0
B6,496,DEN,BOS,4,655,223,1
F9,212,DEN,AUS,4,655,123,1
OO,6590,DEN,MEM,4,655,136,1
WN,238,STL,DEN,4,655,150,1
WN,509,DEN,AUS,4,655,125,1
OO,6768,DEN,MSN,4,657,129,0
OO,6875,DEN,ATW,4,657,140,0
CO,412,DEN,EWR,4,660,224,1
DL,2090,DEN,JFK,4,660,239,1
F9,226,SMF,DEN,4,660,134,0
F9,404,LAX,DEN,4,660,134,0
F9,516,PDX,DEN,4,660,142,0
F9,558,SAN,DEN,4,660,133,0
OO,4581,SLC,DEN,4,660,88,1
UA,862,SFO,DEN,4,660,156,1
OO,6559,SMF,DEN,4,662,137,0
WN,1150,DEN,TPA,4,665,205,1
UA,789,DEN,BOS,4,667,232,0
WN,1502,SEA,DEN,4,670,160,1
WN,1930,DEN,BOS,4,670,230,1
UA,450,SNA,DEN,4,674,136,0
DL,1708,DEN,MSP,4,675,121,1
OO,6636,GEG,DEN,4,675,134,1
UA,310,DEN,LGA,4,675,223,1
US,482,DEN,PHL,4,675,208,1
WN,3309,ABQ,DEN,4,675,80,1
OO,6228,DEN,GUC,4,676,50,1
OO,6268,DEN,TUS,4,676,120,1
OO,6328,SJC,DEN,4,676,145,1
OO,6377,DEN,CPR,4,676,60,1
UA,484,DEN,DCA,4,676,197,1
OO,6278,DEN,GCC,4,677,91,1
OO,6464,DEN,BZN,4,677,113,1
OO,7011,COS,DEN,4,677,41,1
UA,311,DEN,EGE,4,677,52,0
UA,579,DEN,BIL,4,677,93,0
OO,6543,SAN,DEN,4,678,135,0
UA,391,DEN,SLC,4,678,93,1
OO,6626,DEN,PSP,4,680,136,1
UA,279,ORD,DEN,4,680,164,0
WN,2811,DEN,AMA,4,680,70,1
OO,6910,RNO,DEN,4,681,134,1
UA,876,SEA,DEN,4,682,152,0
OO,6615,DEN,GTF,4,683,120,1
OO,7039,DEN,HLN,4,683,116,1
UA,315,DEN,ONT,4,683,144,1
AA,1847,DFW,DEN,4,685,125,1
WN,1854,MDW,DEN,4,685,160,1
OO,6534,DEN,IDA,4,686,100,0
OO,6573,DEN,HDN,4,686,51,0
OO,6628,DEN,BHM,4,686,147,0
UA,339,DEN,SEA,4,686,183,0
UA,403,DEN,SNA,4,686,157,1
UA,743,DEN,GEG,4,686,152,1
UA,367,IAH,DEN,4,687,156,1
F9,784,LAS,DEN,4,688,112,1
OO,6675,CLE,DEN,4,688,206,1
OO,6622,GJT,DEN,4,689,59,1
OO,7010,DEN,MTJ,4,689,56,1
DL,1809,MSP,DEN,4,690,129,0
F9,362,DEN,SDF,4,690,143,1
F9,618,DEN,IND,4,690,137,1
CO,58,DEN,IAH,4,695,140,0
UA,103,DEN,SMF,4,695,162,0
UA,321,DEN,JAC,4,695,100,0
UA,814,LAX,DEN,4,695,143,0
WN,1113,OKC,DEN,4,695,100,1
UA,43,DEN,HNL,4,696,458,1
OO,6239,DEN,ABQ,4,697,74,1
OO,6304,DEN,ASE,4,697,45,0
OO,6646,PDX,DEN,4,697,145,1
UA,721,DEN,SFO,4,697,176,1
OO,6903,MCI,DEN,4,698,110,1
OO,6936,DEN,COS,4,699,38,1
F9,708,DEN,RSW,4,700,217,0
OO,6828,DRO,DEN,4,700,61,1
DL,1436,DEN,DTW,4,701,169,0
OO,6882,RDM,DEN,4,701,136,1
OO,6217,RAP,DEN,4,704,67,1
CO,499,IAH,DEN,4,705,155,1
F9,531,DEN,MDW,4,705,135,0
F9,724,DEN,DCA,4,705,193,0
OO,4583,DEN,SLC,4,705,90,1
UA,301,DEN,LAS,4,705,122,1
UA,936,DEN,IAD,4,705,195,1
WN,1205,DEN,SJC,4,705,170,1
WN,1288,DEN,SLC,4,705,90,1
WN,1678,DEN,RNO,4,705,145,1
WN,1757,DEN,SMF,4,705,160,1
WN,2884,DEN,PDX,4,705,175,1
WN,585,DEN,OAK,4,705,170,1
F9,146,DEN,HOU,4,707,137,1
UA,227,DEN,LAX,4,707,156,1
OO,7029,DEN,DRO,4,708,64,1
DL,1411,DTW,DEN,4,710,195,1
US,1525,CLT,DEN,4,710,234,1
WN,2808,DEN,STL,4,710,120,1
WN,772,DEN,HOU,4,710,145,1
WN,973,DEN,BWI,4,710,200,1
DL,1316,DEN,ATL,4,712,168,1
UA,956,DEN,ORD,4,713,144,1
OO,6937,PSC,DEN,4,714,131,1
UA,369,DEN,PDX,4,714,178,1
UA,763,DEN,SAN,4,714,146,0
WN,417,DEN,FLL,4,715,230,1
AA,806,DEN,DFW,4,720,115,1
OO,6906,DEN,BOI,4,720,128,1
UA,267,ORD,DEN,4,720,163,1
WN,906,SAN,DEN,4,720,135,1
UA,98,LAS,DEN,4,721,117,0
OO,6235,FAR,DEN,4,723,118,1
OO,6618,DEN,PHX,4,723,111,0
AS,675,DEN,SEA,4,725,172,0
MQ,3044,LAX,DEN,4,725,140,0
OO,6532,DEN,BUR,4,725,153,1
OO,6946,DEN,RNO,4,725,139,0
UA,421,OMA,DEN,4,725,102,0
US,303,DEN,CLT,4,725,183,0
WN,1016,TUL,DEN,4,725,110,1
OO,7047,ASE,DEN,4,729,45,1
OO,6663,DEN,EUG,4,730,173,1
OO,7004,DEN,GJT,4,730,58,1
WN,1319,LAS,DEN,4,730,115,1
WN,3323,MDW,DEN,4,730,165,1
WN,780,LAX,DEN,4,730,135,0
WN,920,SNA,DEN,4,730,135,1
UA,245,DEN,SJC,4,732,166,1
US,662,DEN,PHX,4,733,112,1
F9,505,DEN,SEA,4,735,173,1
F9,659,DEN,SFO,4,735,157,1
MQ,3702,ORD,DEN,4,735,160,0
UA,561,DEN,OAK,4,736,168,1
UA,63,DEN,OGG,4,736,451,0
OO,6361,TUL,DEN,4,738,106,1
UA,517,IAD,DEN,4,740,245,0
WN,2095,DEN,MCI,4,740,95,1
CO,629,DEN,EWR,4,745,228,1
FL,305,DEN,ATL,4,745,169,0
WN,3139,DEN,SEA,4,745,185,1
OO,6683,DFW,DEN,4,748,126,1
OO,6695,ELP,DEN,4,749,109,1
WN,308,SFO,DEN,4,750,150,0
WN,485,SLC,DEN,4,750,85,1
WN,503,BNA,DEN,4,750,180,1
WN,694,DEN,MDW,4,750,140,1
AA,1259,DFW,DEN,4,755,125,1
F9,795,DEN,PDX,4,755,164,1
FL,642,MKE,DEN,4,755,155,0
OO,6614,DEN,PSC,4,756,153,0
OO,6228,GUC,DEN,4,757,50,1
OO,6347,DEN,COS,4,760,35,1
OO,6643,DEN,RAP,4,760,69,0
UA,270,DEN,MCO,4,761,205,1
UA,848,DEN,IAH,4,762,144,1
UA,316,DEN,IAD,4,763,195,1
UA,558,DEN,TPA,4,763,206,0
F9,530,MDW,DEN,4,765,155,0
OO,4518,SLC,DEN,4,765,85,1
OO,6377,CPR,DEN,4,765,55,1
OO,6892,BOI,DEN,4,765,110,1
UA,976,PHX,DEN,4,765,111,0
WN,1113,DEN,PHX,4,765,120,1
WN,1558,OMA,DEN,4,765,100,1
UA,194,EGE,DEN,4,769,61,1
OO,6936,COS,DEN,4,770,40,1
UA,908,DEN,ORD,4,770,142,1
WN,59,SEA,DEN,4,770,155,1
OO,6573,HDN,DEN,4,774,56,1
OO,7010,MTJ,DEN,4,775,54,1
UA,386,DEN,BOS,4,776,225,1
OO,4621,DEN,SLC,4,779,96,1
OO,6346,DEN,MOT,4,779,102,1
OO,6961,LNK,DEN,4,779,92,1
CO,1509,DEN,CLE,4,780,165,1
F9,260,DEN,SNA,4,780,140,1
UA,753,SFO,DEN,4,780,155,0
WN,1791,AUS,DEN,4,780,140,1
WN,238,DEN,SAN,4,780,145,1
WN,401,DEN,PHL,4,780,220,1
WN,593,OAK,DEN,4,780,145,1
WN,752,SJC,DEN,4,780,145,1
WN,879,PDX,DEN,4,780,145,1
UA,534,DEN,DSM,4,781,99,1
OO,6858,PSP,DEN,4,782,123,1
OO,6365,ICT,DEN,4,783,92,1
OO,6762,DEN,SBA,4,783,159,1
AS,672,SEA,DEN,4,785,155,1
F9,413,DEN,LAX,4,785,142,1
WN,261,SMF,DEN,4,785,140,1
WN,3309,DEN,IND,4,785,145,1
WN,3778,PHX,DEN,4,785,105,1
OO,6289,MLI,DEN,4,786,140,1
OO,6845,ASE,DEN,4,787,45,1
UA,408,SNA,DEN,4,788,139,1
UA,448,SMF,DEN,4,788,141,0
UA,598,DEN,MCI,4,788,97,1
F9,561,DEN,SAN,4,790,137,0
F9,857,DEN,PHX,4,790,108,1
UA,336,LAX,DEN,4,790,145,0
OO,6278,GCC,DEN,4,791,92,1
OO,6541,BIS,DEN,4,792,102,1
OO,6735,MSO,DEN,4,792,112,1
F9,702,DEN,MSY,4,794,155,1
AA,481,DEN,DFW,4,795,115,1
MQ,3003,DEN,LAX,4,795,150,1
OO,6718,XNA,DEN,4,795,123,1
US,1478,PHX,DEN,4,795,109,0
WN,344,RNO,DEN,4,795,130,1
OO,6554,DEN,FAR,4,797,107,0
OO,7029,DRO,DEN,4,798,60,1
DL,2108,DEN,MSP,4,800,117,1
F9,428,DEN,ATL,4,800,168,1
F9,777,DEN,LAS,4,800,112,1
OO,7043,ABQ,DEN,4,800,76,1
OO,6632,SGF,DEN,4,801,131,1
F9,499,DEN,CAK,4,805,162,1
OO,6675,DEN,FAT,4,807,145,1
OO,6682,DEN,ICT,4,807,77,0
OO,6982,DEN,PIT,4,807,175,1
UA,340,ONT,DEN,4,807,131,1
DL,1409,MSP,DEN,4,810,128,1
DL,226,DEN,ATL,4,810,165,1
UA,406,BIL,DEN,4,810,95,1
WN,1016,DEN,LAX,4,810,155,1
WN,1171,IND,DEN,4,810,180,0
UA,228,DEN,TUL,4,811,96,0
OO,6616,DEN,ASE,4,812,44,0
UA,735,OKC,DEN,4,812,106,0
OO,6630,DEN,CLE,4,813,172,1
OO,6649,DEN,RKS,4,814,77,0
OO,7034,GJT,DEN,4,814,60,1
UA,252,SLC,DEN,4,814,86,1
UA,733,DEN,SFO,4,814,164,1
DL,1817,ATL,DEN,4,815,203,1
WN,3240,LAS,DEN,4,815,110,1
OO,6260,BZN,DEN,4,816,104,1
OO,6534,IDA,DEN,4,817,89,1
OO,6941,MAF,DEN,4,818,118,1
UA,212,GEG,DEN,4,818,130,1
UA,523,FSD,DEN,4,819,107,1
WN,1854,DEN,SLC,4,820,90,1
WN,513,MSP,DEN,4,820,135,1
OO,6572,BOI,DEN,4,821,108,1
UA,160,DEN,OMA,4,823,88,0
OO,6863,DEN,GJT,4,824,53,1
AA,1073,DFW,DEN,4,825,120,1
DL,1956,DEN,CVG,4,825,150,1
F9,727,DCA,DEN,4,825,237,0
OO,4604,SLC,DEN,4,825,85,1
OO,7024,TUS,DEN,4,825,110,1
OO,7039,HLN,DEN,4,825,107,1
WN,1611,DEN,SFO,4,825,165,1
UA,71,DEN,LGA,4,826,215,0
UA,32,DEN,EWR,4,827,223,1
OO,6615,GTF,DEN,4,829,112,1
WN,1770,DEN,MSP,4,830,120,1
WN,186,DEN,BNA,4,830,145,1
UA,940,DEN,ORD,4,832,148,1
UA,426,JAC,DEN,4,834,82,1
UA,69,DEN,LAX,4,835,154,1
WN,1558,DEN,LAS,4,835,120,1
OO,7042,COS,DEN,4,840,40,1
OO,6823,DEN,OKC,4,841,89,1
OO,7005,ASE,DEN,4,841,45,1
OO,6849,DEN,FSD,4,844,82,1
OO,6473,DEN,BIS,4,845,94,1
OO,6489,DEN,DRO,4,845,62,0
WN,1204,MDW,DEN,4,845,165,1
F9,135,DFW,DEN,4,847,120,1
F9,306,DEN,DTW,4,847,162,1
OO,6719,DEN,MSO,4,847,126,0
WN,597,DEN,OKC,4,850,85,1
F9,107,MSP,DEN,4,851,124,1
OO,7011,DEN,BOI,4,853,115,0
WN,333,PHL,DEN,4,855,275,1
OO,6643,RAP,DEN,4,857,77,0
DL,1609,MSP,DEN,4,860,125,1
UA,356,SEA,DEN,4,860,154,0
WN,276,LAS,DEN,4,860,110,1
OO,7002,DEN,COS,4,863,35,1
OO,6639,DEN,BZN,4,864,109,1
OO,6664,DEN,TUS,4,864,114,0
AA,1970,DEN,DFW,4,865,115,1
CO,599,IAH,DEN,4,865,155,1
F9,283,STL,DEN,4,865,140,1
F9,371,MKE,DEN,4,865,155,1
OO,6299,PHX,DEN,4,865,102,1
WN,347,DEN,MCO,4,865,205,1
WN,387,BWI,DEN,4,865,255,1
WN,485,DEN,AUS,4,865,125,1
UA,720,SFO,DEN,4,867,152,1
OO,6215,MSN,DEN,4,868,156,1
OO,6674,DEN,ASE,4,868,44,1
CO,498,DEN,IAH,4,870,139,1
MQ,3765,DEN,ORD,4,870,150,1
UA,574,DEN,MSY,4,870,160,1
WN,1511,MCI,DEN,4,870,110,1
WN,51,DEN,TUL,4,870,90,1
CO,728,EWR,DEN,4,875,267,1
FL,301,ATL,DEN,4,877,215,0
OO,6663,EUG,DEN,4,879,145,1
AA,789,ORD,DEN,4,880,155,1
F9,217,AUS,DEN,4,880,130,1
F9,231,BNA,DEN,4,880,173,1
OO,4511,DEN,SLC,4,880,90,1
OO,6570,HSV,DEN,4,880,178,1
OO,6614,PSC,DEN,4,882,131,0
UA,572,PDX,DEN,4,882,150,1
UA,923,IAD,DEN,4,882,245,1
OO,6492,MEM,DEN,4,885,169,1
WN,306,SEA,DEN,4,885,160,1
UA,726,OAK,DEN,4,886,151,1
UA,168,SJC,DEN,4,888,152,0
DL,1917,ATL,DEN,4,890,201,1
F9,652,SFO,DEN,4,890,147,1
FL,641,DEN,MKE,4,890,139,1
WN,1791,DEN,OMA,4,890,85,1
OO,6707,DEN,MTJ,4,891,55,0
F9,834,SEA,DEN,4,893,152,1
UA,779,BOS,DEN,4,894,286,0
F9,608,DEN,IND,4,895,139,0
UA,745,LGA,DEN,4,896,274,1
OO,6839,ASE,DEN,4,898,45,0
UA,735,DEN,SFO,4,898,166,1
F9,226,DEN,MDW,4,900,135,0
F9,261,SNA,DEN,4,900,136,1
F9,575,DEN,SLC,4,900,83,1
F9,796,PDX,DEN,4,900,143,1
US,1409,DEN,PHX,4,900,112,0
WN,1171,DEN,SEA,4,900,185,1
WN,1263,SLC,DEN,4,900,85,1
F9,387,FLL,DEN,4,902,264,1
UA,630,MSY,DEN,4,903,180,0
F9,374,DEN,MKE,4,905,132,1
UA,230,LAS,DEN,4,905,118,1
WN,534,LAX,DEN,4,905,140,1
WN,564,DEN,MDW,4,905,135,1
OO,6289,DEN,PSP,4,906,134,1
OO,6859,DEN,PDX,4,906,171,1
UA,194,DEN,SJC,4,906,164,1
F9,414,LAX,DEN,4,907,135,1
F9,564,SAN,DEN,4,908,135,1
OO,6533,DEN,IDA,4,908,98,0
UA,354,SAN,DEN,4,908,144,1
OO,6683,DEN,EGE,4,909,42,1
UA,748,LAX,DEN,4,909,143,1
F9,144,DEN,HOU,4,910,139,1
OO,6588,DEN,ASE,4,910,43,0
OO,6941,DEN,BOI,4,910,122,1
UA,452,DEN,IAD,4,910,196,1
UA,909,ORD,DEN,4,910,170,0
OO,6863,GJT,DEN,4,911,54,1
UA,453,BWI,DEN,4,912,249,0
F9,516,DEN,LGA,4,915,220,1
WN,3402,ONT,DEN,4,915,130,1
WN,371,PHX,DEN,4,915,105,1
WN,657,GEG,DEN,4,915,130,1
OO,6815,DEN,BIL,4,916,87,0
OO,6952,DEN,PSC,4,916,152,1
OO,6971,DEN,JAC,4,916,84,1
UA,85,DEN,LAX,4,916,154,0
OO,6762,SBA,DEN,4,918,147,1
OO,6388,DEN,ABQ,4,919,70,0
OO,6728,RNO,DEN,4,919,134,1
OO,6907,DEN,SNA,4,919,141,1
OO,4486,SLC,DEN,4,920,88,1
OO,6903,DEN,SLC,4,920,88,1
WN,1502,DEN,STL,4,920,120,1
WN,513,DEN,SLC,4,920,90,1
OO,6835,BUR,DEN,4,923,141,0
UA,283,DEN,SAN,4,923,148,0
OO,7002,COS,DEN,4,925,40,1
WN,3237,MCO,DEN,4,925,255,1
WN,3778,DEN,MCI,4,925,90,1
OO,6649,RKS,DEN,4,926,70,0
UA,215,MCO,DEN,4,926,254,0
OO,6248,DEN,SMF,4,927,151,1
AA,2010,DEN,DFW,4,930,115,1
AA,2583,DFW,DEN,4,930,125,0
OO,6479,LIT,DEN,4,930,145,1
OO,6628,BHM,DEN,4,930,190,1
OO,7034,DEN,SEA,4,930,176,1
UA,400,SEA,DEN,4,930,154,0
UA,723,DFW,DEN,4,931,127,1
DL,1908,DEN,MSP,4,932,118,1
F9,770,LAS,DEN,4,933,111,0
OO,6956,FAT,DEN,4,933,134,1
UA,962,CMH,DEN,4,933,201,0
CO,399,IAH,DEN,4,935,156,1
UA,523,DEN,PHX,4,935,117,1
WN,2960,DEN,SNA,4,935,150,1
OO,6391,DEN,TUS,4,936,118,1
F9,858,PHX,DEN,4,938,107,1
OO,6610,DEN,GJT,4,938,53,1
OO,7046,DEN,MSN,4,938,127,1
OO,7053,DEN,GEG,4,938,146,1
DL,1311,DTW,DEN,4,940,195,1
F9,843,MDW,DEN,4,940,157,1
OO,4618,DEN,SLC,4,940,90,1
WN,2991,SAN,DEN,4,940,135,1
WN,866,ABQ,DEN,4,940,80,1
OO,6851,DEN,CPR,4,941,56,1
OO,6910,DEN,FSD,4,941,85,1
OO,7042,DEN,SGF,4,941,99,1
F9,630,DEN,MSN,4,942,119,0
OO,6489,DRO,DEN,4,942,62,0
OO,6450,DEN,ASE,4,944,44,1
OO,6814,PSP,DEN,4,944,123,1
AA,521,MIA,DEN,4,945,265,1
WN,225,DEN,SFO,4,945,165,1
WN,814,HOU,DEN,4,945,155,1
UA,156,DEN,OMA,4,946,89,0
UA,450,DEN,MSP,4,946,121,0
F9,100,DEN,MSP,4,947,113,1
OO,6992,DEN,DRO,4,947,62,1
UA,938,DEN,ORD,4,948,150,1
F9,145,HOU,DEN,4,949,141,1
OO,6841,IND,DEN,4,949,179,1
DL,2016,DEN,ATL,4,950,169,1
MQ,3045,DEN,LAX,4,950,150,1
UA,21,PIT,DEN,4,950,228,0
UA,976,DEN,IAD,4,950,195,0
WN,780,DEN,MSP,4,950,120,1
OO,6616,ASE,DEN,4,954,48,1
F9,138,DEN,DFW,4,955,108,1
MQ,3012,LAX,DEN,4,955,145,1
MQ,3766,ORD,DEN,4,955,155,1
UA,318,SFO,DEN,4,955,151,0
US,490,PHX,DEN,4,955,105,1
WN,1511,DEN,PHX,4,955,115,1
WN,1682,DEN,LAX,4,955,155,1
OO,6882,DEN,AUS,4,956,126,0
UA,252,DEN,DFW,4,956,119,1
OO,6990,DEN,LNK,4,957,78,1
UA,717,DEN,LAS,4,958,122,1
DL,1317,ATL,DEN,4,960,209,0
OO,6501,DEN,LIT,4,960,116,1
OO,6617,DEN,RAP,4,962,62,0
UA,948,LAX,DEN,4,963,147,1
OO,6621,DEN,MLI,4,965,113,1
OO,6725,ATW,DEN,4,965,165,0
F9,421,ATL,DEN,4,966,204,1
F9,198,DAY,DEN,4,970,184,1
US,1458,DEN,CLT,4,970,182,0
WN,1183,AMA,DEN,4,970,75,1
WN,2810,IAD,DEN,4,970,240,1
OO,6441,DAY,DEN,4,971,186,1
OO,6665,MOT,DEN,4,971,97,1
F9,626,DTW,DEN,4,974,191,1
DL,1410,DEN,DTW,4,975,168,1
WN,2805,SFO,DEN,4,975,150,1
OO,6490,DEN,CID,4,977,109,1
OO,6559,DEN,HDN,4,977,51,0
UA,329,DSM,DEN,4,980,120,1
WN,1204,DEN,LAS,4,980,120,1
WN,2208,MDW,DEN,4,980,165,1
WN,2532,PHX,DEN,4,980,105,1
OO,6331,SAT,DEN,4,983,137,1
OO,6918,MTJ,DEN,4,983,51,0
UA,406,DEN,LGA,4,983,215,0
OO,6274,ICT,DEN,4,984,90,1
OO,6714,EGE,DEN,4,985,48,0
WN,1164,LAS,DEN,4,985,110,1
F9,619,IND,DEN,4,988,167,1
UA,903,IAD,DEN,4,988,244,1
F9,672,DEN,MCO,4,990,205,1
F9,720,DEN,DCA,4,990,193,1
UA,377,PHX,DEN,4,990,107,1
WN,308,DEN,MDW,4,990,145,1
WN,601,TUS,DEN,4,990,115,1
F9,363,SDF,DEN,4,993,175,1
OO,6699,DEN,ELP,4,995,102,0
OO,6939,DEN,FAR,4,995,106,0
WN,3598,BOI,DEN,4,995,110,1
OO,6361,DEN,COS,4,997,35,0
UA,701,MCI,DEN,4,997,118,1
OO,6554,FAR,DEN,4,998,122,0
OO,7008,DEN,TUL,4,998,89,1
F9,360,DEN,TPA,4,1000,196,1
F9,371,DEN,LAX,4,1000,142,1
F9,841,DEN,SEA,4,1000,175,1
OO,6224,DEN,ASE,4,1001,47,0
OO,6954,BOI,DEN,4,1004,108,1
UA,416,SLC,DEN,4,1004,85,0
F9,787,DEN,LAS,4,1005,114,1
OO,6719,MSO,DEN,4,1006,119,0
UA,829,TUL,DEN,4,1007,113,0
OO,6639,BZN,DEN,4,1008,104,1
WN,1183,DEN,ABQ,4,1010,70,1
WN,858,DEN,OAK,4,1010,165,1
OO,6686,COS,DEN,4,1011,40,1
FL,308,DEN,ATL,4,1012,163,0
CO,1421,CLE,DEN,4,1015,205,1
